央视频道1,#genre#
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
易中天品三国,https://lunbo.freetv.top/yy/1354931498
航拍中国第一季,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
航拍中国第三季,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
求索记录,http://120.234.49.38:7000/udp/239.21.0.118:3816
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
地理中国,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
生命脉动,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
美丽中国自然,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/51d937a0201f4c78a5878b4b37089f3b/4000.m3u8
中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
梵净山,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/b9571df1181c4422a83901e827519fe6/4000.m3u8
乘着火车看中国,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8
东丰,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
临潭,http://pili-live-hls.hfmt.net/gntv/lttv.m3u8?zgand
九台,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
伊犁汉语,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
兵团五师双河影,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8?zxinjd
双辽,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
夏河,http://pili-live-hls.hfmt.net/gntv/xhtv.m3u8?zgand
奎屯汉语,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
巧家,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8?zyund
文山州新闻,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd
长子,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8?zshanxd
靖宇,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
高平,http://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd
龙井,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
意大利V2,http://de1se01.v2beat.live/playlist.m3u8
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美丽中国说野马,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
海外频道,#genre#
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
半島新聞台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
半島電視台,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
CNA HD,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?checkedby:iptvcat.net
CA Disney XD (R),http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57420
CA: Animal Planet,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57377
CA Cottage Life HD (B),http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/47217
CA: CP24 HD,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57257
CA CTV Montreal HD,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/47234
CA CTV Saskatoon Saskatchewan HD (D),http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/66382
CA: CTV2 Vancouver,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57316
CA: Discovery Science,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57418
CA: DTOUR HD,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57250
CA FOX NEWS,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/47281
CA Global Edmonton News (E),http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/58724
CA: HBO 1,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57437
CA Investigation Discovery HD (E),http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/57442
CA Love Nature HD,http://1tv41.icu:8080/sm@synergyplangroup.ca/I0RfrFOHo5/47324
【新马】 Ⅰ 亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_3.m3u8
【越南】坚江频道,http://tv.kgtv.vn/live/kgtv/kgtv.m3u8
【越南】ktv,http://210.245.20.94/hls/ktv1.m3u8
【越南】和平HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
【越南】CTV,http://tv.ctvcamau.vn/live/tv/tv.m3u8
【俄罗斯】OR 音乐频道,http://rtmp.one.by:2200/
【俄罗斯】俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
【俄罗斯】First Music (Opt-3),http://rtmp.one.by:1200
【俄罗斯】RBC (Opt-1),http://92.50.128.180/utv/1358/index.m3u8
【俄罗斯】TRO Soyuz,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8
【伊拉克】Al Sharqiya,http://ns8.indexforce.com:1935/home/mystream/playlist.m3u8
【伊拉克】SharqiyaNews,http://ns8.indexforce.com:1935/alsharqiyalive/mystream/playlist.m3u8
【伊拉克】Dijlah,http://91.134.145.75:10001/Dijlah/index.m3u8
【新加坡】CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
【阿联酋】SharjahTV(1080p),https://svs.itworkscdn.net/smc1live/smc1.smil/playlist.m3u8
【阿富汗】PamirTV,http://live.stream.cdn.pamirtv.com/ptv/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8
【印度】3TamilTV(720p),https://6n3yogbnd9ok-hls-live.5centscdn.com/threetamil/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8
【印度】NDTVIndia(480p)[640*480][640*480],https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/master.m3u8
【印度】SadaTV,http://cdn12.henico.net:8080/live/sadatv/index.m3u8
【俄罗斯】ПервыйТульский,http://5.164.24.83/tula/1tv_low/index.m3u8
【希腊】ERTWorld[720*528],http://wpso.com:1936/hls/wzra.m3u8
【印度】NDTV24X7(480p)[640*480],https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/master.m3u8
【伊朗】PayamJavanTV(720p)[1280*720],https://uni01rtmp.tulix.tv/kensecure/pjtv.stream/playlist.m3u8
【伊朗】PayvandTV(720p)[1280*720],https://uni6rtmp.tulix.tv/ucur1/Payvand/playlist.m3u8
【俄罗斯】ЖарПтица(1080p),http://streamer.rtcommufa.ru:1935/ptica/ptica1/playlist.m3u8
【俄罗斯】UniverTV(720p),http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8
【俄罗斯】UniverTV(576p),http://cdn.universmotri.ru/live/mq.sdp/playlist.m3u8
【俄罗斯】ЛДПРТВ(480p)[854*480][854*480],http://46.46.143.222:1935/live/mp4:ldpr.stream_480p/playlist.m3u8
【俄罗斯】Миллет[960*540][960*540],http://live.trkmillet.ru/millet/index.m3u8
【俄罗斯】ТриАнгела[1280*722][1280*722],https://hls.tv.3angels.ru/stream/HQ.m3u8
【俄罗斯】МирБелагорья(720p),http://mirbelogorya.ru:8080/mirbelogorya/index.m3u8
【俄罗斯】МирБелогорья(720p),http://stream.tvbelgorod.ru:8080/mirbelogorya/index.m3u8
【卢旺达】RTVRwanda[854*480][854*480],http://197.243.19.131:1935/rtv/rtv/chunklist.m3u8
【斯洛伐克】TVRužinov(1080p),http://lb.streaming.sk/tvruzinov/stream/playlist.m3u8
【斯洛伐克】TeleviziaOSEM(360p)[640*360][640*360],http://109.74.145.11:1935/tv8/mp4:tv8.stream_360p/playlist.m3u8
【斯洛伐克】TelevíziaOSEM(576p),http://109.74.145.11:1935/tv8/ngrp:tv8.stream_all/playlist.m3u8
【斯洛伐克】TVDK[864*486][864*486],http://80.94.54.11:1935/live/dolnykubin1/playlist.m3u8
【萨尔瓦多】WOWTV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8
【土库曼斯坦】Asgabat[725*406][725*406],http://217.174.225.146/legacyhls/ch006_720/index.m3u8
【土库曼斯坦】TurkmenOwazy[402*226][402*226],http://217.174.225.146/legacyhls/ch005_400/index.m3u8
【土库曼斯坦】TurkmenistanSport[725*406][725*406],http://217.174.225.146/hls/ch004_720/index.m3u8?q=?seg-user-zona-iptv.ru-v1-a1.m3u8
【土库曼斯坦】Miras[725*406][725*406],http://217.174.225.146/legacyhls/ch003_720/index.m3u8
【土库曼斯坦】Yaslyk[725*406][725*406],http://217.174.225.146/legacyhls/ch002_720/index.m3u8
【土库曼斯坦】AltynAsyr[725*406][725*406],http://217.174.225.146/legacyhls/ch001_720/index.m3u8
【土耳其】Sat7Türk,https://svs.itworkscdn.net/sat7turklive/sat7turk.smil/playlist.m3u8
【土耳其】TV4HDTürkiye,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8
【乌克兰】НТК,https://stream.ntktv.ua/s/ntk/ntk.m3u8
【乌克兰】БалтаТВ[1365*768][1365*768],http://194.50.51.34/playlist.m3u8
【乌克兰】СК1,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt720p/playlist.m3u8
【乌克兰】СК1(Житомир)[640*360][640*360],http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt-abr/sk1zt/sk1zt360p/playlist.m3u8
【乌克兰】СК1HD,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt-abr/sk1zt/sk1zt720p/playlist.m3u8
【乌克兰】ТИСТВ[Not24/7][853*480][853*480],http://cdn10.live-tv.od.ua:8081/riood/tisod-abr/riood/tisod504/playlist.m3u8
【加拿大】AmazingDiscoveriesTV(720p)[1280*792][1280*792,https://uni01rtmp.tulix.tv/amazingdtv/amazingdtv/playlist.m3u8
【加拿大】5AABTV(720p),http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8
美国频道,#genre#
SantaandtheThreeBears(480p)[656*480][656*480],https://cloudfront.tubi.video/21df8036-fa23-49ff-9877-8af983546d2b/elw3phlf/stream.m3u8
UCTV-UniversityofCalifornia(720p),https://59e8e1c60a2b2.streamlock.net/509/509.stream/playlist.m3u8
RedApple21(FairfaxCountyPublicSchools)[853*480,https://cs.ebmcdn.net/eastbay-live-hs-1/fcps/mp4:fcps/playlist.m3u8
KCWX[426*240][426*240],http://65.36.6.216:1935/live/kcwx.smil/chunklist_w1137540697_b350000_sleng.m3u8
30ATV(720p),https://30a-tv.com/feeds/xodglobal/30atv.m3u8
日本频道,#genre#
【日本】日テレNEWS24,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
【日本】日テレNEWS24,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS349&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】QVC Japan,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
【日本】AnimeTV,https://stmv1.srvif.com/animetv/animetv/playlist.m3u8
【日本】GAORA,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS254&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】J SPORTS 1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS242&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】J SPORTS 2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS243&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】J SPORTS 3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS244&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】J SPORTS 4,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】釣りビジョン,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS251&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】東映チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS218&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】歌謡ポップスチャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS329&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】日本映画専門チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS255&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】チャンネル銀河,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS305&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【无】映画･チャンネルNECO,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS223&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【无】テレビ朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS295&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【无】テレビ東京,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS297&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【无】ファミリー劇場,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS293&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【无】フジテレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS298&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】ホームドラマチャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】ムービープラス,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS240&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】日本テレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】日テレジータス,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS257&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】時代劇専門チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】囲碁·将棋チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS363&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】BSアニマックス,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS236&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】BSテレ東,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS171&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】GAORA SPORT,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS254&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】LaLaTV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS314&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】NHK BS,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】NHK教育,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】NHK総合,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】WOWOWシネマ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS193&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】WOWOWプライム,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS191&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】WOWOWライブ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS192&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】キッズステーション,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS330&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】ゴルフネットワーク,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS262&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】スーパー!ドラマTV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS310&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】スカイA,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS250&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】スターチャンネル1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS200&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】スターチャンネル2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS201&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】スターチャンネル3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS202&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
【日本】NHK 華語,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
NHK-G综合,P2p://generationnexxxt.com:19806/55cb7e54e0ce4a35be97e49669a2f8a8
NHK-E教育,P2p://generationnexxxt.com:19806/8935e2b129e645e4af642f99cdc2de81
日本テレビ,P2p://generationnexxxt.com:19806/85374777f40d44a785f17ab7912e267e
TBSテレビ,P2p://generationnexxxt.com:19806/2de1ec1252694a31919a78131a24eb43
テレビ東京,P2p://generationnexxxt.com:19806/1a823472c62148dd96e66a8a392c22db
フジテレビ,P2p://generationnexxxt.com:19806/5cf652dff531434b8319a56b17739a1b
読売テレビ,P2p://generationnexxxt.com:19806/ea67f8077183401b9cd427fe6c60ff43
関西テレビ,P2p://generationnexxxt.com:19806/e6990969a8ff44d3a2393dc2740b199d
KBS京都,P2p://generationnexxxt.com:19806/ec891c1f1f57494cbcd94e4244363bb1
毎日放送,P2p://generationnexxxt.com:19806/89122299c61c47028e662cc5f18904a7
朝日放送,P2p://generationnexxxt.com:19806/ecb1db90b25142f0a02ce3b2a252e9ee
テレビ大阪,P2p://generationnexxxt.com:19806/730fd599b2c94f779bd17ff2976fbccb
BS-1,P2p://generationnexxxt.com:19806/32b371c498764d679ba7de1a2881eb92
BS日テレ,P2p://generationnexxxt.com:19806/1cc0f6a660864a0cbc62cc717f9be80c
BS朝日,P2p://generationnexxxt.com:19806/66b44ed5654d450cac9c7f5218eae625
BS-TBS,P2p://generationnexxxt.com:19806/9ad609502c5541e5b3ef94e241f505d4
BS11,P2p://generationnexxxt.com:19806/485dfb484fd44679b4c282e65ce5d40e
BSフジ,P2p://generationnexxxt.com:19806/d9ef0270b9284921846d422841f2690c
WOWOWプライム,P2p://generationnexxxt.com:19806/0ffe438d9ca34c629ea1a2f438e00019
WOWOWライブ,P2p://generationnexxxt.com:19806/32a0a3d3f1f54d50af14f2fb0d3597e1
WOWOWシネマ,P2p://generationnexxxt.com:19806/118aac938d16456ab3eda2a9e259b3fa
スター・チャンネル1,P2p://generationnexxxt.com:19806/6759e1454fc6454a97bb8deeccc4804a
スター・チャンネル2,P2p://generationnexxxt.com:19806/ef090d23f7244bd09d2b132dd7b9fef0
スター・チャンネル3,P2p://generationnexxxt.com:19806/8b63602b924c44af8008ff3b08db8c01
BSアニマックス,P2p://generationnexxxt.com:19806/ce9598c90ce54c15bc00d894e3b4982f
J Sports 1,P2p://generationnexxxt.com:19806/227ef9c657764acb9515e68d4e65bbea
J Sports 2,P2p://generationnexxxt.com:19806/8b5d5bd857e649efa0b1e9263d8ca71f
J Sports 3,P2p://generationnexxxt.com:19806/22f6f477f6f848b583541980c9f087bc
J Sports 4,P2p://generationnexxxt.com:19806/6d125610fe1745e9b27ef5d6f88302fd
Green Channel,P2p://generationnexxxt.com:19806/1adccd3fe34c45fca9a826b721586180
ゴルフネットワークHD,P2p://generationnexxxt.com:19806/86401e099eda4c04bfa16fa6a9dce871
時代劇専門チャンネル,P2p://generationnexxxt.com:19806/fbc6e4a583684e9f8bfcbd47f6fad03f
Music Japan TV,P2p://generationnexxxt.com:19806/eac0fadf3f7e4242b1282d1b3d9b4b08
キッズステーションHD,P2p://generationnexxxt.com:19806/aa92838de18447d8993403c0d1b19718
ディスカバリーチャンネル,P2p://generationnexxxt.com:19806/c0cf323bc9804ebfb4dd3265f5fd4261
ナショナルジオグラフィック,P2p://generationnexxxt.com:19806/6b99b001030a4c009a719ee6dccdf8ed
日テレNEWS 24,P2p://generationnexxxt.com:19806/37099dee855448b0845c0bce833c9a14
旅チャンネル,P2p://generationnexxxt.com:19806/0201dfaf0ccb4c9288fc56724a0bbffc
韩国频道,#genre#
【韩国】TJB,http://1.245.74.5:1935/live/tv/.m3u8
【韩国】職業廣播,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
【韩国】Arirang 阿里郎,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
【韩国】BBS 佛教廣播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist.m3u8
【韩国】CJ OnStyle,https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8
【韩国】CJ OnStyle Plus,https://live-ch2.cjonstyle.net/cjosplus/live2/playlist.m3u8
【韩国】EBS+ 1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
【韩国】EBS+ 2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
【韩国】EBS 1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8?zshijd
【韩国】EBS 2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?zshijd
【韩国】EBS第一频道[640*360],http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
【韩国】EBS 키즈,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8?zshijd
【韩国】EBS少儿频道[640*360],http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
【韩国】EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
【韩国】EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
【韩国】EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
【韩国】GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
【韩国】KBC SBS 综艺,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
【韩国】KBS Drama,http://mytv.dothome.co.kr/ch/catv/2.php
【韩国】KBS Joy,http://mytv.dothome.co.kr/ch/catv/3.php
【韩国】KBS Kids,http://mytv.dothome.co.kr/ch/catv/6.php
【韩国】KBS LIFE,http://mytv.dothome.co.kr/ch/catv/5.php
【韩国】KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
【韩国】KBS Story,http://mytv.dothome.co.kr/ch/catv/4.php
【韩国】KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
【韩国】KCTV 광주,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
【韩国】Korea TV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
【韩国】MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
【韩国】MBC综合频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
【韩国】NBS农业广播,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
【韩国】SBS CJB[960*540],http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
【韩国】TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
【韩国】BBS佛教广播[1920*1080],http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
【韩国】EBS_E频道[640*360],http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
【韩国】MBC综合频道[1280*720],http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
【韩国】BBS 불교방송[1920*1080],http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
【韩国】阿里郎WORLD[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
【韩国】BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
【韩国】TJB (SBS 大田),http://1.245.74.5:1935/live/tv/.m3u8
【韩国】KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8
【韩国】ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
